Frame_Number,Timestamp,FPS,Emotion,Attention,Posture,Movement,EAR,Left_EAR,Right_EAR,EAR_Threshold,Eye_State,Blink_Count,Horizontal_Angle,Vertical_Angle,Distance_From_Center,Head_Movement,Torso_Movement,Left_Arm_Movement,Right_Arm_Movement,Fatigue_Level,Drowsiness_Score,Angry_Score,Disgust_Score,Fear_Score,Happy_Score,Sad_Score,Surprise_Score,Neutral_Score,F0_Mean,Intensity,Jitter,Shimmer,Spectral_Centroid,Spectral_Rolloff,Zero_Crossing_Rate,Spectral_Bandwidth,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Processing_Time
3177,2025-04-20 04:19:53.315,22.2,angry,Partially Attentive,Partially Visible,Moderate,0.2406,0.2245,0.2567,0.2905,Closed,0,87.02,-2.57,0.0000,0.084550,0.066958,0.015808,0.068286,Moderate,0.0000,0.6982,0.0000,0.0074,0.0000,0.1949,0.0000,0.0995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0239
3178,2025-04-20 04:19:53.354,22.3,angry,Partially Attentive,Partially Visible,Moderate,0.2959,0.2849,0.3069,0.2905,Closed,0,86.92,-2.67,0.0000,0.016577,0.006808,0.066637,0.016585,Moderate,0.0000,0.6982,0.0000,0.0074,0.0000,0.1949,0.0000,0.0995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0262
3179,2025-04-20 04:19:53.394,22.4,angry,Partially Attentive,Partially Visible,Moderate,0.3269,0.3219,0.3319,0.2905,Closed,0,87.14,-2.66,0.0000,0.006391,0.003160,0.011788,0.006612,Moderate,0.0000,0.6982,0.0000,0.0074,0.0000,0.1949,0.0000,0.0995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0258
3180,2025-04-20 04:19:53.442,22.4,angry,Partially Attentive,Partially Visible,Moderate,0.3432,0.3429,0.3434,0.2905,Closed,0,86.78,-2.75,0.0000,0.021261,0.011969,0.017611,0.008956,Moderate,0.0033,0.6982,0.0000,0.0074,0.0000,0.1949,0.0000,0.0995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0285
3181,2025-04-20 04:19:53.486,22.4,angry,Partially Attentive,Partially Visible,Moderate,0.3506,0.3518,0.3494,0.2915,Open,1,86.86,-2.71,0.0000,0.000864,0.001377,0.014167,0.007648,Normal,0.0067,0.6982,0.0000,0.0074,0.0000,0.1949,0.0000,0.0995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0249
3182,2025-04-20 04:19:53.518,22.7,angry,Partially Attentive,Partially Visible,Moderate,0.3540,0.3559,0.3520,0.2938,Open,1,86.63,-2.91,0.0000,0.039005,0.017683,0.028106,0.009170,Normal,0.0100,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242
3183,2025-04-20 04:19:53.561,22.7,angry,Partially Attentive,Partially Visible,Moderate,0.3509,0.3523,0.3495,0.2940,Open,1,86.37,-3.09,0.0000,0.008045,0.002019,0.013310,0.004793,Normal,0.0133,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0229
3184,2025-04-20 04:19:53.592,23.1,angry,Partially Attentive,Partially Visible,Moderate,0.3531,0.3552,0.3510,0.2940,Open,1,86.52,-2.82,0.0000,0.005444,0.004570,0.001756,0.001165,Normal,0.0167,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
3185,2025-04-20 04:19:53.625,23.4,angry,Partially Attentive,Partially Visible,Moderate,0.3539,0.3544,0.3533,0.2941,Open,1,86.40,-2.84,0.0000,0.027494,0.016796,0.001089,0.025449,Normal,0.0200,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
3186,2025-04-20 04:19:53.656,23.7,angry,Partially Attentive,Partially Visible,Moderate,0.3577,0.3584,0.3570,0.2942,Open,1,86.58,-2.81,0.0000,0.005336,0.004303,0.001304,0.003303,Normal,0.0167,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
3187,2025-04-20 04:19:53.687,24.1,angry,Partially Attentive,Partially Visible,Moderate,0.3592,0.3613,0.3572,0.2944,Open,1,86.52,-2.76,0.0000,0.007649,0.006614,0.041646,0.005275,Normal,0.0133,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
3188,2025-04-20 04:19:53.723,24.1,angry,Partially Attentive,Partially Visible,Low,0.3603,0.3623,0.3583,0.2946,Open,1,86.50,-2.75,0.0000,0.001837,0.002495,0.003160,0.001235,Normal,0.0100,0.9664,0.0000,0.0000,0.0000,0.0222,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0275
3189,2025-04-20 04:19:53.766,23.8,angry,Partially Attentive,Partially Visible,Low,0.3610,0.3632,0.3589,0.2948,Open,1,86.53,-2.75,0.0000,0.004971,0.002885,0.003108,0.002671,Normal,0.0067,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0243
3190,2025-04-20 04:19:53.798,24.0,angry,Partially Attentive,Partially Visible,Low,0.3538,0.3566,0.3510,0.2950,Open,1,85.98,-2.80,0.0000,0.017853,0.012202,0.029749,0.004197,Normal,0.0033,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0228
3191,2025-04-20 04:19:53.828,24.5,angry,Partially Attentive,Partially Visible,Low (Fidgeting),0.3503,0.3522,0.3484,0.2950,Open,1,86.29,-2.76,0.0000,0.006226,0.004847,0.010729,0.004128,Normal,0.0000,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
3192,2025-04-20 04:19:53.859,25.0,angry,Partially Attentive,Partially Visible,Low (Fidgeting),0.3491,0.3510,0.3472,0.2953,Open,1,86.27,-2.67,0.0000,0.014516,0.005456,0.058406,0.004841,Normal,0.0000,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
3193,2025-04-20 04:19:53.891,25.5,angry,Partially Attentive,Partially Visible,Low (Fidgeting),0.3490,0.3506,0.3474,0.2955,Open,1,86.39,-2.66,0.0000,0.005187,0.000865,0.011408,0.001393,Normal,0.0033,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270
3194,2025-04-20 04:19:53.925,25.8,angry,Partially Attentive,Partially Visible,Low (Fidgeting),0.3466,0.3476,0.3456,0.2956,Open,1,86.04,-2.90,0.0000,0.025476,0.022315,0.033054,0.018866,Normal,0.0067,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0275
3195,2025-04-20 04:19:53.974,25.8,angry,Partially Attentive,Partially Visible,Low (Fidgeting),0.3473,0.3496,0.3449,0.2956,Open,1,86.09,-2.76,0.0000,0.000528,0.007984,0.015016,0.004447,Normal,0.0100,0.8006,0.0000,0.0001,0.0000,0.1125,0.0000,0.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0312
3196,2025-04-20 04:19:54.016,25.8,neutral,Partially Attentive,Partially Visible,Low (Fidgeting),0.3456,0.3479,0.3433,0.2956,Open,1,86.10,-2.71,0.0000,0.000490,0.002613,0.006987,0.001933,Normal,0.0133,0.3998,0.0000,0.0003,0.0000,0.1762,0.0000,0.4237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0265
3197,2025-04-20 04:19:54.061,25.8,neutral,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3486,0.3489,0.3483,0.2956,Open,1,86.07,-2.59,0.0000,0.087857,0.054610,0.092715,0.037657,Normal,0.0167,0.3998,0.0000,0.0003,0.0000,0.1762,0.0000,0.4237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0261
3198,2025-04-20 04:19:54.092,26.1,neutral,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3506,0.3517,0.3495,0.2957,Open,1,85.94,-2.56,0.0000,0.003545,0.003904,0.006524,0.004111,Normal,0.0200,0.3998,0.0000,0.0003,0.0000,0.1762,0.0000,0.4237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256
3199,2025-04-20 04:19:54.137,26.2,neutral,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3475,0.3493,0.3457,0.2957,Open,1,86.36,-2.56,0.0000,0.094359,0.059429,0.055821,0.049594,Normal,0.0233,0.3998,0.0000,0.0003,0.0000,0.1762,0.0000,0.4237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250
3200,2025-04-20 04:19:54.186,26.1,neutral,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3489,0.3498,0.3481,0.2957,Open,1,86.50,-2.44,0.0000,0.019922,0.015706,0.028066,0.002126,Normal,0.0267,0.3998,0.0000,0.0003,0.0000,0.1762,0.0000,0.4237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0268
3201,2025-04-20 04:19:54.240,26.0,neutral,Partially Attentive,Partially Visible,Moderate,0.3463,0.3486,0.3440,0.2957,Open,1,86.47,-2.48,0.0000,0.019574,0.010035,0.049964,0.002809,Normal,0.0300,0.3998,0.0000,0.0003,0.0000,0.1762,0.0000,0.4237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0338
3202,2025-04-20 04:19:54.278,26.1,angry,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3465,0.3487,0.3443,0.2957,Open,1,86.53,-2.33,0.0000,0.000787,0.000274,0.003210,0.001183,Normal,0.0333,0.7195,0.0000,0.0002,0.0000,0.1991,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0261
3203,2025-04-20 04:19:54.323,26.1,angry,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3455,0.3466,0.3444,0.2957,Open,1,86.26,-2.47,0.0000,0.008082,0.007785,0.004661,0.005823,Mild,0.0367,0.7195,0.0000,0.0002,0.0000,0.1991,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250
3204,2025-04-20 04:19:54.371,26.0,angry,Partially Attentive,Partially Visible,Moderate (Fidgeting),0.3484,0.3510,0.3459,0.2957,Open,1,86.36,-2.39,0.0000,0.019427,0.009874,0.014485,0.003108,Mild,0.0400,0.7195,0.0000,0.0002,0.0000,0.1991,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0252
3205,2025-04-20 04:19:54.417,26.1,angry,Partially Attentive,Partially Visible,Moderate,0.3497,0.3519,0.3476,0.2957,Open,1,86.33,-2.26,0.0000,0.008445,0.004401,0.005039,0.001198,Mild,0.0433,0.7195,0.0000,0.0002,0.0000,0.1991,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0262
3206,2025-04-20 04:19:54.470,26.1,angry,Partially Attentive,Partially Visible,Moderate,0.3485,0.3529,0.3441,0.2958,Open,1,86.85,-2.22,0.0000,0.034890,0.036639,0.004889,0.004923,Mild,0.0467,0.7195,0.0000,0.0002,0.0000,0.1991,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320
3207,2025-04-20 04:19:54.523,26.1,angry,Partially Attentive,Partially Visible,Moderate,0.3466,0.3490,0.3442,0.2957,Open,1,86.74,-2.19,0.0000,0.004875,0.005665,0.002876,0.002160,Mild,0.0500,0.7195,0.0000,0.0002,0.0000,0.1991,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0387
3208,2025-04-20 04:19:54.561,25.8,angry,Focused,Partially Visible,Moderate,0.3393,0.3459,0.3328,0.2957,Open,1,88.51,-1.18,0.0000,0.027026,0.010156,0.008751,0.010710,Mild,0.0533,0.3748,0.0000,0.0006,0.0000,0.2986,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0287
3209,2025-04-20 04:19:54.604,25.7,angry,Focused,Partially Visible,Low,0.3405,0.3441,0.3369,0.2957,Open,1,88.51,-1.48,0.0000,0.016790,0.014247,0.003634,0.013239,Mild,0.0567,0.3748,0.0000,0.0006,0.0000,0.2986,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0244
3210,2025-04-20 04:19:54.636,26.1,angry,Focused,Partially Visible,Low,0.3445,0.3508,0.3382,0.2957,Open,1,88.86,-0.91,0.0000,0.024357,0.018793,0.020632,0.006523,Mild,0.0600,0.3748,0.0000,0.0006,0.0000,0.2986,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0255
3211,2025-04-20 04:19:54.684,26.1,angry,Focused,Partially Visible,Low,0.3429,0.3483,0.3374,0.2957,Open,1,88.80,-1.14,0.0000,0.011870,0.001748,0.002251,0.014900,Mild,0.0633,0.3748,0.0000,0.0006,0.0000,0.2986,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0261
3212,2025-04-20 04:19:54.732,25.8,angry,Focused,Partially Visible,Moderate,0.3418,0.3475,0.3360,0.2957,Open,1,89.03,-0.76,0.0000,0.079185,0.046099,0.005229,0.058052,Mild,0.0667,0.3748,0.0000,0.0006,0.0000,0.2986,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0273
3213,2025-04-20 04:19:54.784,25.7,angry,Focused,Partially Visible,Moderate,0.3396,0.3455,0.3337,0.2957,Open,1,88.53,-0.98,0.0000,0.017745,0.001401,0.047607,0.020145,Normal,0.0000,0.3748,0.0000,0.0006,0.0000,0.2986,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0324
3214,2025-04-20 04:19:54.824,25.4,neutral,Focused,Partially Visible,Moderate,0.3449,0.3492,0.3406,0.2962,Open,1,89.02,-0.98,0.0000,0.012347,0.001607,0.031774,0.008443,Normal,0.0033,0.0686,0.0000,0.0001,0.0546,0.1674,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0255
3215,2025-04-20 04:19:54.871,25.0,neutral,Focused,Partially Visible,Moderate,0.3458,0.3504,0.3412,0.2963,Open,1,88.96,-0.80,0.0000,0.011631,0.012838,0.059926,0.014369,Normal,0.0067,0.0686,0.0000,0.0001,0.0546,0.1674,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0252
3216,2025-04-20 04:19:54.916,24.7,neutral,Focused,Partially Visible,Moderate,0.3483,0.3537,0.3428,0.2972,Open,1,89.05,-0.80,0.0000,0.001668,0.002302,0.011630,0.006648,Normal,0.0100,0.0686,0.0000,0.0001,0.0546,0.1674,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0249
3217,2025-04-20 04:19:54.949,24.7,neutral,Focused,Partially Visible,Moderate,0.3495,0.3529,0.3462,0.2972,Open,1,89.96,-0.21,0.0000,0.022033,0.005682,0.016993,0.020071,Normal,0.0133,0.0686,0.0000,0.0001,0.0546,0.1674,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0266
3218,2025-04-20 04:19:54.994,24.3,neutral,Focused,Partially Visible,Moderate,0.3442,0.3500,0.3385,0.2972,Open,1,91.83,0.51,0.0000,0.091845,0.057576,0.039392,0.062327,Normal,0.0167,0.0686,0.0000,0.0001,0.0546,0.1674,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0255
3219,2025-04-20 04:19:55.047,24.3,neutral,Focused,Partially Visible,Moderate,0.3322,0.3388,0.3255,0.2994,Open,1,94.68,1.87,0.0000,0.061729,0.042522,0.020612,0.045419,Normal,0.0200,0.0686,0.0000,0.0001,0.0546,0.1674,0.0000,0.7094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0322
3220,2025-04-20 04:19:55.088,24.1,neutral,Focused,Partially Visible,Moderate,0.3293,0.3341,0.3245,0.3073,Open,1,94.32,1.60,0.0000,0.016705,0.010949,0.007264,0.014876,Normal,0.0233,0.0158,0.0000,0.0023,0.0001,0.0800,0.0000,0.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0261
3221,2025-04-20 04:19:55.135,23.6,neutral,Focused,Partially Visible,Moderate,0.3302,0.3291,0.3313,0.3073,Open,1,97.52,3.24,0.0000,0.023330,0.046566,0.043714,0.007409,Normal,0.0267,0.0158,0.0000,0.0023,0.0001,0.0800,0.0000,0.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0266
3222,2025-04-20 04:19:55.181,23.3,neutral,Focused,Partially Visible,Moderate,0.3376,0.3346,0.3406,0.3114,Open,1,101.17,5.16,0.0000,0.079012,0.087209,0.032832,0.053085,Normal,0.0300,0.0158,0.0000,0.0023,0.0001,0.0800,0.0000,0.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0277
3223,2025-04-20 04:19:55.229,22.8,neutral,Focused,Partially Visible,Moderate,0.3414,0.3444,0.3383,0.3525,Open,1,101.35,5.37,0.0000,0.007387,0.003350,0.003961,0.006880,Normal,0.0333,0.0158,0.0000,0.0023,0.0001,0.0800,0.0000,0.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0271
3224,2025-04-20 04:19:55.274,22.5,neutral,Partially Attentive,Partially Visible,High,0.3411,0.3416,0.3406,0.3571,Closed,1,104.03,6.83,0.0000,0.103043,0.061103,0.102848,0.024490,Mild,0.0367,0.0158,0.0000,0.0023,0.0001,0.0800,0.0000,0.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0265
3225,2025-04-20 04:19:55.326,22.5,neutral,Partially Attentive,Partially Visible,High,0.3466,0.3474,0.3458,0.3581,Closed,1,104.20,6.83,0.0000,0.042953,0.022861,0.017861,0.013188,Mild,0.0400,0.0158,0.0000,0.0023,0.0001,0.0800,0.0000,0.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0319
3226,2025-04-20 04:19:55.358,22.7,neutral,Partially Attentive,Partially Visible,High,0.3601,0.3607,0.3595,0.3617,Closed,1,107.63,9.34,0.0000,0.095415,0.061055,0.055647,0.006500,Mild,0.0433,0.0843,0.0000,0.0115,0.0003,0.1347,0.0001,0.7690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0262
3227,2025-04-20 04:19:55.393,22.8,neutral,Partially Attentive,Partially Visible,High,0.3705,0.3723,0.3686,0.3624,Closed,1,107.44,9.11,0.0000,0.004076,0.007130,0.005986,0.004342,Mild,0.0467,0.0843,0.0000,0.0115,0.0003,0.1347,0.0001,0.7690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
3228,2025-04-20 04:19:55.426,22.8,neutral,Partially Attentive,Partially Visible,High,0.3706,0.3713,0.3699,0.3658,Closed,1,108.30,9.66,0.0000,0.076808,0.036451,0.093412,0.059694,Mild,0.0500,0.0843,0.0000,0.0115,0.0003,0.1347,0.0001,0.7690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
