Frame_Number,Timestamp,FPS,Emotion,Attention,Posture,Movement,EAR,Left_EAR,Right_EAR,EAR_Threshold,Eye_State,Blink_Count,Horizontal_Angle,Vertical_Angle,Distance_From_Center,Head_Movement,Torso_Movement,Left_Arm_Movement,Right_Arm_Movement,Fatigue_Level,Drowsiness_Score,Angry_Score,Disgust_Score,Fear_Score,Happy_Score,Sad_Score,Surprise_Score,Neutral_Score,F0_Mean,Intensity,Jitter,Shimmer,Spectral_Centroid,Spectral_Rolloff,Zero_Crossing_Rate,Spectral_Bandwidth,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Processing_Time
1,2025-04-20 04:17:51.586,1.0,Unknown,Focused,Partially Visible,Unknown,0.4078,0.4188,0.3968,1.2000,Open,0,101.44,6.18,0.0000,0.000000,0.000000,0.000000,0.000000,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0514
2,2025-04-20 04:17:51.692,4.3,Unknown,Focused,Partially Visible,High,0.3900,0.4000,0.3801,1.2000,Closed,0,101.33,6.02,0.0000,0.067434,0.022476,0.053015,0.001392,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0276
3,2025-04-20 04:17:51.721,13.0,Unknown,Focused,Partially Visible,Moderate,0.3823,0.3902,0.3744,1.2000,Closed,0,100.93,6.01,0.0000,0.002519,0.002077,0.019708,0.002682,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
4,2025-04-20 04:17:51.767,15.1,Unknown,Focused,Partially Visible,Moderate,0.3781,0.3852,0.3709,1.2000,Closed,0,100.28,5.71,0.0000,0.016651,0.009563,0.021803,0.005832,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227
5,2025-04-20 04:17:51.799,18.6,Unknown,Focused,Partially Visible,Moderate,0.3778,0.3839,0.3717,1.2000,Closed,0,100.15,5.61,0.0000,0.005904,0.001908,0.003313,0.000956,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
6,2025-04-20 04:17:51.833,20.4,Unknown,Focused,Partially Visible,Moderate,0.3777,0.3859,0.3696,1.2000,Closed,0,100.56,5.68,0.0000,0.002794,0.003551,0.002038,0.000306,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
7,2025-04-20 04:17:51.878,20.8,Unknown,Focused,Partially Visible,Low,0.3772,0.3843,0.3700,1.2000,Closed,0,100.54,5.67,0.0000,0.001829,0.001763,0.001472,0.000987,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0259
8,2025-04-20 04:17:51.931,20.5,Unknown,Focused,Partially Visible,Low,0.3788,0.3862,0.3714,1.2000,Closed,0,100.42,5.71,0.0000,0.001904,0.001332,0.006657,0.004433,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
9,2025-04-20 04:17:51.968,21.2,Unknown,Focused,Partially Visible,Low,0.3800,0.3878,0.3722,1.2000,Closed,0,100.47,5.68,0.0000,0.002763,0.000739,0.002476,0.007067,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
10,2025-04-20 04:17:52.000,22.3,Unknown,Focused,Partially Visible,Low,0.3766,0.3840,0.3692,1.2000,Closed,0,100.41,5.63,0.0000,0.003086,0.000318,0.003531,0.001193,Normal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251
11,2025-04-20 04:17:52.031,23.2,Unknown,Focused,Partially Visible,Low,0.3757,0.3828,0.3685,1.2000,Closed,0,100.39,5.66,0.0000,0.000870,0.000236,0.001351,0.000350,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251
12,2025-04-20 04:17:52.063,23.9,Unknown,Focused,Partially Visible,Still,0.3757,0.3818,0.3697,1.2000,Closed,0,99.99,5.60,0.0000,0.000433,0.000227,0.007020,0.005958,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256
13,2025-04-20 04:17:52.093,24.5,Unknown,Focused,Partially Visible,Still,0.3776,0.3839,0.3713,1.2000,Closed,0,99.91,5.63,0.0000,0.000765,0.000146,0.005640,0.000361,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240
14,2025-04-20 04:17:52.124,25.0,Unknown,Focused,Partially Visible,Still,0.3847,0.3897,0.3797,1.2000,Closed,0,99.88,5.72,0.0000,0.001225,0.000216,0.002883,0.014999,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
15,2025-04-20 04:17:52.156,25.6,Unknown,Focused,Partially Visible,Still,0.3932,0.3978,0.3887,1.2000,Closed,0,100.06,5.69,0.0000,0.000733,0.000111,0.001360,0.004787,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0243
16,2025-04-20 04:17:52.200,26.0,Unknown,Focused,Partially Visible,Still,0.3907,0.3979,0.3835,0.4057,Closed,0,100.21,5.80,0.0000,0.000232,0.001295,0.000582,0.004788,Mild,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0384
17,2025-04-20 04:17:52.232,25.7,Unknown,Focused,Partially Visible,Still,0.3897,0.3955,0.3839,0.4057,Closed,0,100.26,5.72,0.0000,0.000229,0.001246,0.002452,0.006427,Mild,0.1176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
18,2025-04-20 04:17:52.264,26.1,Unknown,Focused,Partially Visible,Still,0.3871,0.3934,0.3808,0.4057,Closed,0,100.38,5.71,0.0000,0.000901,0.000427,0.003973,0.006145,Mild,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0248
19,2025-04-20 04:17:52.294,26.4,Unknown,Focused,Partially Visible,Still,0.3827,0.3903,0.3750,0.4057,Closed,0,100.41,5.63,0.0000,0.000677,0.000216,0.002520,0.000863,Mild,0.2105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0235
20,2025-04-20 04:17:52.325,26.7,Unknown,Focused,Partially Visible,Still,0.3792,0.3870,0.3714,0.4073,Closed,0,99.86,5.55,0.0000,0.000391,0.000323,0.002079,0.000490,Mild,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
21,2025-04-20 04:17:52.358,27.0,Unknown,Focused,Partially Visible,Still,0.3826,0.3895,0.3758,0.4073,Closed,0,99.75,5.52,0.0000,0.000212,0.000490,0.000838,0.000389,Mild,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0261
22,2025-04-20 04:17:52.404,26.8,Unknown,Focused,Partially Visible,Still,0.3799,0.3880,0.3717,0.4073,Closed,0,99.80,5.45,0.0000,0.005491,0.009135,0.018852,0.017626,Mild,0.3182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0258
23,2025-04-20 04:17:52.448,26.5,Unknown,Focused,Partially Visible,Still,0.3769,0.3854,0.3684,0.4073,Closed,0,99.74,5.50,0.0000,0.001645,0.003775,0.002999,0.007852,Mild,0.3478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
24,2025-04-20 04:17:52.477,26.8,Unknown,Focused,Partially Visible,Still,0.3776,0.3828,0.3725,0.4073,Closed,0,99.57,5.34,0.0000,0.000429,0.000733,0.010037,0.002085,Mild,0.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
25,2025-04-20 04:17:52.509,27.0,Unknown,Focused,Partially Visible,Still,0.3827,0.3885,0.3769,0.4073,Closed,0,99.90,5.47,0.0000,0.000298,0.000811,0.000873,0.001173,Mild,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
26,2025-04-20 04:17:52.541,27.2,Unknown,Focused,Partially Visible,Still,0.3846,0.3915,0.3776,0.4073,Closed,0,99.73,5.31,0.0000,0.004511,0.003726,0.003542,0.001759,Moderate,0.4231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0235
27,2025-04-20 04:17:52.573,27.4,Unknown,Focused,Partially Visible,Still,0.3850,0.3915,0.3785,0.4073,Closed,0,99.79,5.28,0.0000,0.002772,0.002324,0.002186,0.001328,Moderate,0.4444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240
28,2025-04-20 04:17:52.604,27.5,Unknown,Focused,Partially Visible,Still,0.3806,0.3891,0.3721,0.4073,Closed,0,99.39,5.29,0.0000,0.001151,0.000407,0.001991,0.001500,Moderate,0.4643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
29,2025-04-20 04:17:52.636,27.7,Unknown,Focused,Partially Visible,Still,0.3770,0.3851,0.3690,0.4073,Closed,0,99.45,5.36,0.0000,0.001567,0.000685,0.000352,0.001767,Moderate,0.4828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256
30,2025-04-20 04:17:52.666,27.9,Unknown,Focused,Partially Visible,Still,0.3767,0.3810,0.3725,0.4073,Closed,0,99.51,5.11,0.0000,0.000091,0.000565,0.006201,0.000571,Moderate,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246
31,2025-04-20 04:17:52.698,28.9,Unknown,Focused,Partially Visible,Still,0.3809,0.3866,0.3751,0.4073,Closed,0,99.44,5.04,0.0000,0.000473,0.000349,0.003673,0.000555,Moderate,0.5161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
32,2025-04-20 04:17:52.730,29.7,Unknown,Focused,Partially Visible,Still,0.3767,0.3835,0.3699,0.4073,Closed,0,98.92,4.84,0.0000,0.001126,0.001193,0.010603,0.004323,Moderate,0.5312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251
33,2025-04-20 04:17:52.760,29.8,Unknown,Focused,Partially Visible,Still,0.3790,0.3873,0.3707,0.4073,Closed,0,99.09,4.98,0.0000,0.001198,0.000589,0.002941,0.002107,Moderate,0.5455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
34,2025-04-20 04:17:52.790,30.1,Unknown,Focused,Partially Visible,Still,0.3767,0.3814,0.3720,0.4073,Closed,0,97.39,4.22,0.0000,0.012665,0.006313,0.010111,0.008957,Moderate,0.5588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
35,2025-04-20 04:17:52.822,30.1,Unknown,Focused,Partially Visible,Still,0.3775,0.3840,0.3711,0.4073,Closed,0,97.54,4.25,0.0000,0.002779,0.002060,0.001917,0.003464,Moderate,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0241
36,2025-04-20 04:17:52.853,30.2,Unknown,Focused,Partially Visible,Still,0.3817,0.3860,0.3775,0.4073,Closed,0,95.89,3.42,0.0000,0.011489,0.005277,0.001382,0.006052,Mild,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240
37,2025-04-20 04:17:52.885,30.5,Unknown,Focused,Partially Visible,Still,0.3795,0.3863,0.3728,0.4073,Closed,0,95.87,3.44,0.0000,0.003251,0.001790,0.001990,0.003435,Mild,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
38,2025-04-20 04:17:52.914,30.9,Unknown,Focused,Partially Visible,Still,0.3798,0.3835,0.3761,0.4073,Closed,0,93.94,2.53,0.0000,0.020098,0.009292,0.009590,0.008415,Mild,0.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226
39,2025-04-20 04:17:52.946,31.1,Unknown,Focused,Partially Visible,Low,0.3759,0.3819,0.3698,0.4073,Closed,0,93.95,2.39,0.0000,0.005026,0.002575,0.001173,0.001305,Mild,0.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0239
40,2025-04-20 04:17:52.976,31.1,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3769,0.3816,0.3722,0.4073,Closed,0,92.10,1.34,0.0000,0.007242,0.001958,0.019794,0.010015,Mild,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0234
41,2025-04-20 04:17:53.007,31.1,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3714,0.3761,0.3666,0.4073,Closed,0,92.30,1.33,0.0000,0.002493,0.000440,0.003086,0.000914,Mild,0.1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0235
42,2025-04-20 04:17:53.038,31.2,Unknown,Focused,Partially Visible,Low,0.3765,0.3790,0.3740,0.4057,Closed,0,89.92,0.35,0.0000,0.011973,0.003570,0.047605,0.041861,Mild,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
43,2025-04-20 04:17:53.071,31.2,Unknown,Focused,Partially Visible,Low,0.3822,0.3883,0.3762,0.4067,Closed,0,90.14,0.46,0.0000,0.003908,0.001292,0.005925,0.004263,Mild,0.1628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250
44,2025-04-20 04:17:53.100,31.2,Unknown,Focused,Partially Visible,Low,0.3839,0.3902,0.3776,0.4065,Closed,0,88.33,-0.75,0.0000,0.017108,0.015977,0.004884,0.021253,Mild,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
45,2025-04-20 04:17:53.133,31.2,Unknown,Focused,Partially Visible,Low,0.3811,0.3863,0.3760,0.4067,Closed,0,88.35,-0.45,0.0000,0.005349,0.004475,0.003125,0.000495,Mild,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0251
46,2025-04-20 04:17:53.175,30.9,Unknown,Focused,Partially Visible,Low,0.3839,0.3918,0.3760,0.4067,Closed,0,86.84,-1.48,0.0000,0.005246,0.002515,0.002386,0.004193,Mild,0.2174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0239
47,2025-04-20 04:17:53.209,31.1,Unknown,Focused,Partially Visible,Low,0.3736,0.3810,0.3663,0.4057,Closed,0,86.99,-1.32,0.0000,0.003562,0.000777,0.001412,0.001512,Moderate,0.2340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
48,2025-04-20 04:17:53.241,31.1,Unknown,Focused,Partially Visible,Low,0.3668,0.3693,0.3643,0.4056,Closed,0,86.29,-1.81,0.0000,0.002252,0.008262,0.002554,0.005152,Moderate,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0245
49,2025-04-20 04:17:53.271,31.1,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3672,0.3723,0.3622,0.4056,Closed,0,86.22,-1.72,0.0000,0.000876,0.004643,0.001656,0.015635,Moderate,0.2653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0231
50,2025-04-20 04:17:53.304,31.0,Unknown,Focused,Partially Visible,Low,0.3658,0.3669,0.3647,0.4046,Closed,0,85.14,-2.13,0.0000,0.000686,0.001782,0.008671,0.001393,Moderate,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0236
51,2025-04-20 04:17:53.333,31.1,Unknown,Focused,Partially Visible,Low,0.3695,0.3749,0.3642,0.4046,Closed,0,85.59,-2.05,0.0000,0.001070,0.002121,0.003079,0.001028,Moderate,0.2941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237
52,2025-04-20 04:17:53.367,31.3,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3677,0.3717,0.3637,0.4045,Closed,0,84.95,-2.11,0.0000,0.010525,0.004987,0.011358,0.000293,Moderate,0.3077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232
53,2025-04-20 04:17:53.410,31.4,Unknown,Focused,Partially Visible,Low (Fidgeting),0.3686,0.3725,0.3646,0.3991,Closed,0,85.48,-1.95,0.0000,0.004283,0.001729,0.001751,0.000649,Moderate,0.3208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238
